namaTravel,alamat,kota,telepon,deskripsi,websiteUrl,logoUrl,email,mapUrl
Al Fauzi Group Umrah & Haji Plus,"Ruko Mutiara Taman Palem, Blok. E1 No.15, RT.13/RW.10, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",Kota Jakarta Barat,(021) 21268686,,http://alfauzigroup.com/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwKuK6IR11Yc1h_5jOIrUJHwSFbQnEKPUawCyekVRfwq2EFJVhc-9yQQMEB7x7XRs7GAsPBe6By1nTBMA85qvBZm4wOCEjI77zwjp0VGzj3HhXyIcTKTp8qWOHmlyeDiOI73-cS=w408-h269-k-no,infoalfauzigroup@gmail.com,https://www.google.com/maps/place/Al+Fauzi+Group+Umrah+%26+Haji+Plus/data=!4m7!3m6!1s0x2e69f7c4d923db2d:0x9c25fee78494017e!8m2!3d-6.1423797!4d106.733314!16s%2Fg%2F11jgdcjx6_!19sChIJLdsj2cT3aS4RfgGUhOf-JZw?authuser=0&hl=id&rclk=1
Salma Tour Travel Haji & Umroh,"Jl. Percetakan Negara VIII No.18A, RT.5/RW.3, Rawasari, Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",Kota Jakarta Pusat,0811-1732-929,,http://salmatour.co.id/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7MCHOkOIyCHJP6RHi5-okDZc4OqrxulAbw3MAn0WXSO78nu3Efce6zFIGhCzaLKGNV5fvQcMcLOAbLQOhAH-8hs4WyqN-20_Ginx_tSjPOzwrI67o5NF2VD_o2z-rVuPYgpM=w408-h408-k-no,cs@salmatour.co.id,https://www.google.com/maps/place/Salma+Tour+Travel+Haji+%26+Umroh/data=!4m7!3m6!1s0x2e69f45e91e66123:0xd3bf67d553e54dc4!8m2!3d-6.1925071!4d106.8601644!16s%2Fg%2F11b6jgk0ht!19sChIJI2HmkV70aS4RxE3lU9Vnv9M?authuser=0&hl=id&rclk=1
PT. AL HIJRAH MULIA WISATA TOUR & TRAVEL,"Utaka, Jl. Utan Kayu Raya No.66B, RT.13/RW.6, Utan Kayu Utara, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13120",Kota Jakarta Timur,(021) 85909536,,http://alhijrah.id/,https://lh3.googleusercontent.com/p/AF1QipNdmAAenCb4uZbSkZFu1bdSJ4TY8WCLCAPT-uDo=w507-h240-k-no,info@alhijrah.id,https://www.google.com/maps/place/PT.+AL+HIJRAH+MULIA+WISATA+TOUR+%26+TRAVEL/data=!4m7!3m6!1s0x2e69f4f5206d4963:0xdb08ee421f94fdeb!8m2!3d-6.1940309!4d106.8678735!16s%2Fg%2F11dfth2rgx!19sChIJY0ltIPX0aS4R6_2UH0LuCNs?authuser=0&hl=id&rclk=1
MHU PT. Manasik Haji Umrah Tours & Travel,"Jl. Kamboja No.88, Kota Bambu Utara, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11420",Kota Jakarta Barat,0812-2879-1900,,http://www.manasikhajiumrah.com/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6jHK1CWIFU845r2X9XXdjzjazHPGeovUxPJ7fYlzQZ6trAshZ8Eyezl3cFR8Mf0KUfVlOKS5OB6FrL4xCBKu14I71DkY5u3QSRUNacev4uPkqgpbeAc5CiRfRctUzmF_DQERwVjKxzeVw=w408-h544-k-no,admin.manasikhajiumrah@gmail.com,https://www.google.com/maps/place/MHU+PT.+Manasik+Haji+Umrah+Tours+%26+Travel/data=!4m7!3m6!1s0x2e69f7caa9ffdc17:0x2a67f324745dd924!8m2!3d-6.1823339!4d106.8029639!16s%2Fg%2F11jskvzlb9!19sChIJF9z_qcr3aS4RJNlddCTzZyo?authuser=0&hl=id&rclk=1
ICMI TRAVEL,"Jl. Graha Cemp. Mas No.22 Blok D, RW.8, Sumur Batu, Kemayoran, Central Jakarta City, Jakarta 10640",Central Jakarta City,(021) 21480991,,https://icmitravel.co.id/,https://lh3.googleusercontent.com/p/AF1QipPuYTSqL7PjWJC_GvwxNWRjVWdtrSQzPz2q3EJu=w506-h240-k-no,admin@icmitravel.co.id,https://www.google.com/maps/place/ICMI+TRAVEL/data=!4m7!3m6!1s0x2e69f50455555555:0x5923ffec8cda3c8b!8m2!3d-6.1649295!4d106.8755645!16s%2Fg%2F11gtz92qfw!19sChIJVVVVVQT1aS4RizzajOz_I1k?authuser=0&hl=id&rclk=1
Mozaik Travel,"Graha Mozaik, Jl. Otista Raya Kel No.40, RT.10/RW.2, Bidara Cina, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330",Kota Jakarta Timur,(021) 22898730,,https://pesonamozaik.com/,https://lh3.googleusercontent.com/p/AF1QipM7-6l-WZHzaJcoP-u2QUXqjUr2TQDSESrrP6xU=w427-h240-k-no,info@mozaiktravel.id,https://www.google.com/maps/place/Mozaik+Travel/data=!4m7!3m6!1s0x2e69f3a19973898f:0x3654c45aae8f3e1c!8m2!3d-6.2288077!4d106.8669912!16s%2Fg%2F1yg6npmxs!19sChIJj4lzmaHzaS4RHD6PrlrEVDY?authuser=0&hl=id&rclk=1
Cahaya tour,"Jl. Kebon Jeruk Raya No.7, Komplek Ruko Permata, Blok A1, RT.3/RW.9, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",Kota Jakarta Barat,(021) 5307658,,http://www.cahayatour.com/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz58nCRvF8SvIMi8w1XP3_rco2nhbjXYggX-kqcMjKJtufaEX7nPKDlKJ334vtKBn4IXLmC3vys4ScI2gyBZlpjrQIoUJetj8xP4Sqewn0hJQ7BcjpRR4dGDpwxghoYmecVgFMiZOiKzA9f=w408-h544-k-no,cahaya_tour@ymail.com,https://www.google.com/maps/place/Cahaya+tour/data=!4m7!3m6!1s0x2e69f721ff7861cf:0x8de79aebf136c54b!8m2!3d-6.1973453!4d106.7731559!16s%2Fg%2F1tgkdq4n!19sChIJz2F4_yH3aS4RS8U28eua540?authuser=0&hl=id&rclk=1
Qifaya Tour & Travel,"Graha Qifaya Jl. Angkur No.30, Kayu Putih, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13210, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220",Kota Jakarta Timur,0811-946-193,,http://qifaya.id/,https://lh3.googleusercontent.com/p/AF1QipOxcFTk2FEoYEgQMXB4_ZlOjCvDEn3u8SPzJB__=w408-h306-k-no,info@qifaya.id,https://www.google.com/maps/place/Qifaya+Tour+%26+Travel/data=!4m7!3m6!1s0x2e69f4f21542be01:0x78f556d99868dd16!8m2!3d-6.1865646!4d106.8870907!16s%2Fg%2F11bc7sjs94!19sChIJAb5CFfL0aS4RFt1omNlW9Xg?authuser=0&hl=id&rclk=1
Hisar Global Indonesia HAJI UMROH,"Jl. Pemuda No.1G, RT.3/RW.1, Jati, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13250",Kota Jakarta Timur,0811-1918-117,,https://www.berangkat-umroh.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4226040040506991393,https://lh3.googleusercontent.com/p/AF1QipOC9po_y7WGdBNJjZJLT4ecdZ79sMwQEbtfSSOV=w408-h306-k-no,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.google.com/maps/place/Hisar+Global+Indonesia+HAJI+UMROH/data=!4m7!3m6!1s0x2e69f4c0f5843893:0x2f8ba23f1a9601c3!8m2!3d-6.1931305!4d106.8915717!16s%2Fg%2F11c4bj95qk!19sChIJkziE9cD0aS4RwwGWGj-iiy8?authuser=0&hl=id&rclk=1
Denatour Travel,"Jl. Condet Pejaten Jl. Pejaten Raya No.16, Pejaten Bar., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",Kota Jakarta Selatan,(021) 7944584,,http://www.denatours.com/,https://lh3.googleusercontent.com/p/AF1QipOFlb34nIdZJRvi-w3a6b4bpfqaNEHjwTaxdAYD=w408-h243-k-no,operation@denatours.com,https://www.google.com/maps/place/Denatour+Travel/data=!4m7!3m6!1s0x2e69f23d6981fd75:0xcf8c5846ce336b98!8m2!3d-6.2780987!4d106.8313117!16s%2Fg%2F1wn7b3qd!19sChIJdf2BaT3yaS4RmGszzkZYjM8?authuser=0&hl=id&rclk=1
Jendela Tours & Travel,"Jl. Radio Dalam Raya No.7B, RT.10/RW.1, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140",Kota Jakarta Selatan,0815-8660-6045,,https://www.jendelatours.com/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRLJVJIqAe6WIXrOIufuTP4jHw3U5khVfrF1F6RP19790uNBI6AxgvDyKtqft19D2swlelxQxmGkpchOQaJi6Y1fh2aMC4jWk0rlVEuxGmFyj2hZ2_M3zAPcTiR2iVCwnGiJPn=w408-h306-k-no,info@jendelatours.com,https://www.google.com/maps/place/Jendela+Tours+%26+Travel/data=!4m7!3m6!1s0x2e69f10bb724a0f1:0xa92f755a616b173f!8m2!3d-6.2505925!4d106.7917845!16s%2Fg%2F11h0yk4xh!19sChIJ8aAktwvxaS4RPxdrYVp1L6k?authuser=0&hl=id&rclk=1
Hadiyya Umrah,"Vienna Grande, Ruko No.16 Blok D, Klp. Dua, Kecamatan Kelapa Dua, Kabupaten Tangerang, Banten 15831",Kabupaten Tangerang,0811-572-255,,https://hadiyyaumrah.com/,https://lh3.googleusercontent.com/p/AF1QipO3oiuIFV9DZSXdQdbb464Ih7dn2rzaM40iM7Um=w426-h240-k-no,contact@hadiyyaumrah.com,https://www.google.com/maps/place/Hadiyya+Umrah/data=!4m7!3m6!1s0x2e69fd6c718138bb:0x2cbcb0d8bb18569!8m2!3d-6.241994!4d106.617945!16s%2Fg%2F11x5f28xw3!19sChIJuziBcWz9aS4RaYWxiw3LywI?authuser=0&hl=id&rclk=1
Selaras Wisata - Umroh & Haji Travel,"Jl. Ciputat Raya No.100A, Kby. Lama Sel., Kec. Kebayoran Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240",Kota Jakarta Selatan,(021) 29236202,,https://www.selaraswisata.com/,https://lh3.googleusercontent.com/p/AF1QipO1RO9EotjRULNtd0tQ-sP-h0mlKCgPWIZCC9kj=w408-h306-k-no,info@selaraswisata.com,https://www.google.com/maps/place/Selaras+Wisata+-+Umroh+%26+Haji+Travel/data=!4m7!3m6!1s0x2e69f106c0da97ab:0x508dcc40161460f5!8m2!3d-6.2559825!4d106.7776999!16s%2Fg%2F11cjq9qkz8!19sChIJq5fawAbxaS4R9WAUFkDMjVA?authuser=0&hl=id&rclk=1
Tursina Tours,"Ruko Taman Meruya Ilir Jalan Taman Meruya Ilir Unit H, Blok A/18, RT.18/RW.4, Meruya Utara, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",Kota Jakarta Barat,,,http://tursina.id/,https://lh3.googleusercontent.com/p/AF1QipM6ffWeWTfd15H5_z9D2OaCyzxCOkPUqqmfWAuV=w426-h240-k-no,sales@tursina.co.id,https://www.google.com/maps/place/Tursina+Tours/data=!4m7!3m6!1s0x2e69f7427a157cd1:0x3d82dcd14a675054!8m2!3d-6.199986!4d106.7389785!16s%2Fg%2F11c1pgz20b!19sChIJ0XwVekL3aS4RVFBnStHcgj0?authuser=0&hl=id&rclk=1
Mitra Wisata Mandiri,"Jl. Pisangan Baru Tengah No.4, RT.10/RW.14, Pisangan Baru, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13110",Kota Jakarta Timur,(021) 22899683,,https://mitrawisatamandiri.co.id/,https://lh3.googleusercontent.com/p/AF1QipMfVEf6AhbuTmtC0w6bHjGwa1fuommJmNMBgpUA=w408-h544-k-no,info@mitrawisatamandiri.co.id,https://www.google.com/maps/place/Mitra+Wisata+Mandiri/data=!4m7!3m6!1s0x2e69f483f2f34581:0xa37733743afa1cc5!8m2!3d-6.2112389!4d106.8722874!16s%2Fg%2F11c0vlmv9q!19sChIJgUXz8oP0aS4RxRz6OnQzd6M?authuser=0&hl=id&rclk=1
Patuna Travel Head Office,"Jl. Panglima Polim Nomor 43 A-B, Melawai, Kebayoran Baru, South Jakarta City, Jakarta 12160",South Jakarta City,0812-1238-9996,,http://www.patunatravel.co.id/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzV1i9mSvtKo0j4A0UxNnmEZtC_PH0OYsHnKciP6swXD36zHt5Y008S9SuLgaGOC0E1b33KdTWjSm0IWADJGPD81lwWY6YsHIhTMDHJZ4jYz_M3uz3atWG_TN-h8WkJQI0gt7Iz=w408-h306-k-no,info@patunatravel.id,https://www.google.com/maps/place/Patuna+Travel+Head+Office/data=!4m7!3m6!1s0x2e69f16d84b458b5:0x4fd28296d828816e!8m2!3d-6.2483486!4d106.7978858!16s%2Fg%2F11bxdmspcx!19sChIJtVi0hG3xaS4RboEo2JaC0k8?authuser=0&hl=id&rclk=1
HaramainKU - PT. Kartika Utama | Travel Haji & Umroh Sesuai Sunnah,"Cibubur Country RBOD 01, Jl. Letda Natsir, RT.002/RW.018, Cikeas Udik, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16966",Kabupaten Bogor,0819-9269-6000,,https://haramainku.com/,https://lh3.googleusercontent.com/p/AF1QipO4dS6TCjjR76krrIhbgz9JeoH9AqCrGR1UUUY=w408-h611-k-no,info@haramainku.com,https://www.google.com/maps/place/HaramainKU+-+PT.+Kartika+Utama+%7C+Travel+Haji+%26+Umroh+Sesuai+Sunnah/data=!4m7!3m6!1s0x2e699354d9a2ca7b:0xfc0b079cdcffb84f!8m2!3d-6.3945829!4d106.9364914!16s%2Fg%2F12hkb38b1!19sChIJe8qi2VSTaS4RT7j_3JwHC_w?authuser=0&hl=id&rclk=1
Percaya Umroh - Travel Resmi Penyelenggara Ibadah Umroh dan Haji Khusus,"Jl. Darmawangsa VI No.29, RT.5/RW.1, Pulo, Kec. Kby. Baru, Jakarta, Daerah Khusus Ibukota Jakarta 12160",Jakarta,0812-1112-6280,,https://percayaumroh.com/,https://lh3.googleusercontent.com/p/AF1QipN2spDOgxwywcdIJG2M5zc5CPM97L0s7Xk5kDzd=w408-h544-k-no,info@percayaumroh.com,https://www.google.com/maps/place/Percaya+Umroh+-+Travel+Resmi+Penyelenggara+Ibadah+Umroh+dan+Haji+Khusus/data=!4m7!3m6!1s0x2e69f16d900a3aa7:0xe4b71b74e1a3bd76!8m2!3d-6.2536417!4d106.8011655!16s%2Fg%2F11f03d1cl6!19sChIJpzoKkG3xaS4Rdr2j4XQbt-Q?authuser=0&hl=id&rclk=1
Al Haramain Jaya Wisata,"Jl. Jend. Basuki Rahmat No. 12 Balimester, Bidara Cina, Daerah Khusus Ibukota Jakarta 13310",Bidara Cina,0812-8877-1997,,http://alharamainjayawisata.com/,https://lh3.googleusercontent.com/p/AF1QipPajsRQJkOIcwsy8fHgA62kk6hAEzzTgObecVp4=w408-h306-k-no,hjw.care@alharamainjayawisata.com,https://www.google.com/maps/place/Al+Haramain+Jaya+Wisata/data=!4m7!3m6!1s0x2e69f379bf4ce47d:0x57469921fe99a319!8m2!3d-6.2249396!4d106.86908!16s%2Fg%2F11cm0gl4dv!19sChIJfeRMv3nzaS4RGaOZ_iGZRlc?authuser=0&hl=id&rclk=1
Jendela Baitullah,"Jl. Radio Dalam Raya No.7B, RT.10/RW.1, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140",Kota Jakarta Selatan,0815-8660-6045,,http://jendelabaitullah.com/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyzvjhr_tywSd2cN2XmWt7tyANXwcgTg8Urgj08cCjb01gw_KOuV8kk2L1PlxlGVNKY7zAPiOUX-7DVaACkAOhodKymz01lHKJJc4137rK7H5aY_89QKh7l7G8VawDNH8sPYDQlJg=w408-h544-k-no,info@jendelabaitullah.com,https://www.google.com/maps/place/Jendela+Baitullah/data=!4m7!3m6!1s0x2e69f16c4793368d:0x17db33a84d56cb79!8m2!3d-6.2505941!4d106.7917993!16s%2Fg%2F11h2qr65hr!19sChIJjTaTR2zxaS4RectWTagz2xc?authuser=0&hl=id&rclk=1
Maheer Travelindo,"Gardenia Boulevard, Jl. Warung Jati Barat No.12 Lantai GF D, RT.2/RW.5, Jati Padang, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560",Kota Jakarta Selatan,(021) 29048731,,http://www.maheertravelindo.com/,https://lh3.googleusercontent.com/p/AF1QipMjjSoZTJtti0LOKJRKb-C77gg9GtK6cPfemDmD=w601-h240-k-no,info@maheertravelindo.com,https://www.google.com/maps/place/Maheer+Travelindo/data=!4m7!3m6!1s0x2e69f3d678bb43c1:0x55d9203a852d885a!8m2!3d-6.2839788!4d106.8271571!16s%2Fg%2F11stg9ylvt!19sChIJwUO7eNbzaS4RWogthTog2VU?authuser=0&hl=id&rclk=1
DALLAS TOUR & TRAVEL,"Jl. Raya Kalibata No.25, RT.11/RW.5, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",Kota Jakarta Timur,(021) 80878321,,https://www.deltalaraswisata.com/,https://lh3.googleusercontent.com/p/AF1QipNOJ0WFBy8F56VgvEI3Eb-pVtWePO3r0RoEMO2e=w427-h240-k-no,business@deltalaraswisata.com,https://www.google.com/maps/place/DALLAS+TOUR+%26+TRAVEL/data=!4m7!3m6!1s0x2e69f236c000003b:0x417d16a82cf36b6a!8m2!3d-6.2578356!4d106.8630654!16s%2Fg%2F11bw1p7858!19sChIJOwAAwDbyaS4RamvzLKgWfUE?authuser=0&hl=id&rclk=1
Almadinah Land Arrangement Umroh & Haji,"Ruko Graha Aziz, Jl. KH Abdullah Syafei, RT.12/RW.9, Bukit Duri, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Kota Jakarta Selatan,0811-452-913,,http://www.almadinah.co.id/,https://lh3.googleusercontent.com/p/AF1QipMMHXwM2mF0yP2yQZxNIswKBQg67tqCemD-VJdX=w408-h544-k-no,admin@almadinah.co.id,https://www.google.com/maps/place/Almadinah+Land+Arrangement+Umroh+%26+Haji/data=!4m7!3m6!1s0x2e69ede9b484cb39:0x85b0a23f3920e30b!8m2!3d-6.2249316!4d106.8622248!16s%2Fg%2F11hdj9bq_v!19sChIJOcuEtOntaS4RC-MgOT-isIU?authuser=0&hl=id&rclk=1
Tyaratour Umrah & Hajj Services,"Grha Zam- zam, Fatmawati Festival, Jl. RS. Fatmawati Raya No.Kel 4, RT.4/RW.4, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",Kota Jakarta Selatan,0855-1089-272,,https://www.tyaratour.id/,https://lh3.googleusercontent.com/p/AF1QipNxpEKGzgXWRT_TT7n9yIcH-Ri5X_Koa5ywq4e5=w408-h609-k-no,info@tyaratour.id,https://www.google.com/maps/place/Tyaratour+Umrah+%26+Hajj+Services/data=!4m7!3m6!1s0x2e69f17e85c9ccd3:0xe691e0a57133bf6b!8m2!3d-6.2975304!4d106.7945713!16s%2Fg%2F11bc7srn27!19sChIJ08zJhX7xaS4Ra78zcaXgkeY?authuser=0&hl=id&rclk=1
ANAMTA Tour & Travel - PT. Annur Maknah Wisata,"Jl. KH Abdullah Syafei No.50 F 12, RT.12/RW.9, Bukit Duri, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12840",Kota Jakarta Selatan,0821-1515-3335,,https://anamtatour.co.id/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyITd9uhwRCDpem_RNh9yGCczgLcpwdmvyL47O4a8_eO18AtefrKRr1soQVlI2TTRkLcynO-kx_FEhnbGTy0EEmNZnR9-4byqeIK2l-ljc-q7fvD8k84wu-b1FCdycxDvAW107QbQ=w408-h306-k-no,umroh.anamta@gmail.com,https://www.google.com/maps/place/ANAMTA+Tour+%26+Travel+-+PT.+Annur+Maknah+Wisata/data=!4m7!3m6!1s0x2e69f390eb5e64dd:0xd6280ff40d138353!8m2!3d-6.2249115!4d106.8612522!16s%2Fg%2F11h0x8fyl6!19sChIJ3WRe65DzaS4RU4MTDfQPKNY?authuser=0&hl=id&rclk=1
GRHA MULTAZAM,"Jl. Cempaka Putih Tengah 27 No.14 A, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510",Kota Jakarta Pusat,,,http://multazam.co.id/,https://lh3.googleusercontent.com/p/AF1QipOK69gMP2vr_nwkJ5WpicHAFiUjvQQ2CGz0ZyPW=w408-h306-k-no,cs@multazam.co.id,https://www.google.com/maps/place/GRHA+MULTAZAM/data=!4m7!3m6!1s0x2e69f50faf77b8e7:0x3a6220f7107b4efe!8m2!3d-6.1748366!4d106.8723289!16s%2Fg%2F1hd_g5kxg!19sChIJ57h3rw_1aS4R_k57EPcgYjo?authuser=0&hl=id&rclk=1
GWI TOURS & TRAVEL,"Jl. Kebayoran Baru No.12, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Kota Jakarta Selatan,(021) 72781015,,http://gwitours.co.id/,https://lh3.googleusercontent.com/p/AF1QipNGO-Iildy9YO1Esb7T7E5Ix1QPmhAWAWFn016e=w408-h882-k-no,indo@wisataidaman.com,https://www.google.com/maps/place/GWI+TOURS+%26+TRAVEL/data=!4m7!3m6!1s0x2e69f174679a22ed:0x432d9a584ee6ed8!8m2!3d-6.2392274!4d106.7856558!16s%2Fg%2F11btz1lnxc!19sChIJ7SKaZ3TxaS4R2G7uhKXZMgQ?authuser=0&hl=id&rclk=1
Albis Nusa Wisata Tour & Travel,"Jl. Bukit Duri Tanjakan No.65, RT.1/RW.11, Bukit Duri, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12840",Kota Jakarta Selatan,(021) 8355128,,http://albis.co.id/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUVSCGd1pEI9gGvT9ckG1iYY8_x7Kh_wPGNtdGesHqCphfZLNtOuI-bLZ8kwmTAW5TnVWJKOBTrU-GzOU4ZtAzhtI_qVyKzQTff8qsilxrALpGVVSkzFM8YPZ04AkaKZCFZEXH=w408-h411-k-no,albisnusawisata@gmail.com,https://www.google.com/maps/place/Albis+Nusa+Wisata+Tour+%26+Travel/data=!4m7!3m6!1s0x2e69f381555bbeeb:0x2ee4bcaab704341d!8m2!3d-6.2211609!4d106.8592458!16s%2Fg%2F11dymbmwvm!19sChIJ675bVYHzaS4RHTQEt6q85C4?authuser=0&hl=id&rclk=1
PT PANTRAVEL,"Jl. Dr. Saharjo No.96A, Menteng Atas, Kecamatan Setiabudi, Jakarta, Daerah Khusus Ibukota Jakarta 12960",Jakarta,(021) 8291008,,https://www.pantravel.co.id/,https://lh3.googleusercontent.com/p/AF1QipN8adYS2iCIAWqSkbV8yTH-XqKE4hgPKEZYnJ7g=w408-h306-k-no,reservation@pantravel.co.id,https://www.google.com/maps/place/PT+PANTRAVEL/data=!4m7!3m6!1s0x2e69f38bf7fc79ad:0x5999b9bc631c5fed!8m2!3d-6.2168509!4d106.8441596!16s%2Fg%2F1wt6gllz!19sChIJrXn894vzaS4R7V8cY7y5mVk?authuser=0&hl=id&rclk=1
PT. Aida Tourindo Wisata,"Jalan Cempaka Putih Tengah No. 33 Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510",Jalan Cempaka Putih Tengah No. 33 Jakarta Pusat,0857-8268-2633,,https://www.aidatourindo.com/,https://lh3.googleusercontent.com/p/AF1QipNBuBFRjETosbv2_FYYD89akcZNVhTj6sgVKWJs=w408-h270-k-no,info@aidatourindo.com,https://www.google.com/maps/place/PT.+Aida+Tourindo+Wisata/data=!4m7!3m6!1s0x2e69f4f917f93b65:0x2853806023af3316!8m2!3d-6.1738189!4d106.8661228!16s%2Fg%2F1td5cjvk!19sChIJZTv5F_n0aS4RFjOvI2CAUyg?authuser=0&hl=id&rclk=1
Alia Wisata,"Puri Sentra Niaga Jalan Inspeksi Saluran Kalimalang blok E no.73 Kelurahan, Cipinang Melayu Kecamatan Makassar, RT.1/RW.13, Cipinang Melayu, Jakarta Timur, RT.1/RW.13, Cipinang Melayu, Kec. Makasar, DKI Jakarta, Daerah Khusus Ibukota Jakarta 13430",DKI Jakarta,(021) 86612366,,http://www.aliawisata.com/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSywKxOGwU4fYrWqFF9cNFAbvKnlUszo2oO9ja8KylpJ2ajJHW9NpONNoptNRhK22jraZfv-yIr4ShM93aM5j5kPiQrlIzb6zoKgKKQGwDFJzk4rY5-Qfu79p_YL-bQ2f8Br_cw=w408-h306-k-no,info@aliawisata.com,https://www.google.com/maps/place/Alia+Wisata/data=!4m7!3m6!1s0x2e69f32ce6fef20f:0x89dca65a133bb62!8m2!3d-6.2481047!4d106.9100038!16s%2Fg%2F1tfws7xm!19sChIJD_L-5izzaS4RYrszoWXKnQg?authuser=0&hl=id&rclk=1
PT. Baitussalam Mandiri,"Jl. Otista Raya No.8, RT.1/RW.1, Kp. Melayu, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330",Kota Jakarta Timur,(021) 8579701,,http://baitussalammandiri.com/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsUL64tCQ7wdFt-xd6N_au-5itjiKtE84FICOyNr9fT-On9Xn4BGfN4S9LcxK-pHS7wRw_fxvqgpGwOzEZ-Xazhu_4WrsH9F6YiMg9jq3OAAYOyApXdDVtTodzq8etWOIpMABq=w408-h544-k-no,salam@baitussalammandiri.com,https://www.google.com/maps/place/PT.+Baitussalam+Mandiri/data=!4m7!3m6!1s0x2e69f37776aa259b:0x771864eb0c50f3af!8m2!3d-6.2258635!4d106.8667488!16s%2Fg%2F1ptvqbd0n!19sChIJmyWqdnfzaS4Rr_NQDOtkGHc?authuser=0&hl=id&rclk=1
PT. Asia Utama WIsata (ASIATOUR),"Jl. Ciputat Raya No.4B 11, RT.11/RW.1, Kby. Lama Sel., Kec. Kebayoran Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130",Kota Jakarta Selatan,(021) 7201061,,https://asiatour.co.id/,https://lh3.googleusercontent.com/p/AF1QipPMS6-7_gR3bPgNQsvHU5zpm7Hhktl1OSn7CiXx=w758-h240-k-no,marketing@asiatour.co.id,https://www.google.com/maps/place/PT.+Asia+Utama+WIsata+%28ASIATOUR%29/data=!4m7!3m6!1s0x2e69f10d807458b9:0x7cb501968f8ff0a!8m2!3d-6.2535986!4d106.7780456!16s%2Fg%2F1trphmnw!19sChIJuVh0gA3xaS4RCv_4aBlQywc?authuser=0&hl=id&rclk=1
